day,haze,A0
2023-01-20,0.31354986219892356,0.7243760751450222
2023-01-21,0.28334268777595023,0.7384588309145463
2023-01-22,0.399020747788898,0.6858753727070389
2023-01-23,0.2813582590237806,0.7262276713669007
2023-01-24,0.2753609902370884,0.7289612071498696
2023-01-25,0.26225964491457643,0.7320719722827402
2023-01-26,0.2733967756840912,0.7487418962645548
2023-01-27,0.26252875929546987,0.7415139492724387
2023-01-28,0.45938978951681075,0.6900008556367506
2023-01-29,0.48699825743807035,0.6800056465556704
2023-01-30,0.5046151776232155,0.6788858859232288
2023-01-31,0.30715064175107537,0.7563085958268533
2023-02-01,0.27110030578174754,0.7342175601603675
2023-02-02,0.30889926949811175,0.7194390869341564
2023-02-03,0.35505573873054896,0.6980383867573092
2023-02-04,0.3392642750359171,0.7139713001459157
2023-02-05,0.4442370327077236,0.6777717031307732
2023-02-06,0.28495029426779883,0.7270369146074609
2023-02-07,0.2661782513273107,0.7371968316884638
2023-02-08,0.2688146639378676,0.7342448721914855
2023-02-09,0.26766294438786703,0.7412359867903464
2023-02-10,0.3366239176336886,0.7168731080980828
2023-02-11,0.42943658516364097,0.6853400690171022
2023-02-12,0.41379069924604617,0.690646948266774
2023-02-13,0.37881261641151565,0.7127699142464373
2023-02-14,0.4986751732483375,0.6734488037502336
2023-02-15,0.28585767471220874,0.7413254012463572
2023-02-16,0.30228397801535956,0.7187612260642458
2023-02-17,0.40873407904238696,0.6714942989303251
2023-02-18,0.36733081742615953,0.7046418502745343
2023-02-19,0.403233032166345,0.6863250654824045
2023-02-20,0.295036140276988,0.7338201490980745
2023-02-21,0.45518922243298,0.6754634743818478
2023-02-22,0.42409625575297927,0.6868978124702583
2023-02-23,0.4219248246960104,0.6798330006781124
2023-02-24,0.4422996903321786,0.6839903885432378
2023-02-25,0.4739011395857995,0.6688206916553802
2023-02-26,0.34978592698811867,0.7026488643267136
2023-02-27,0.2913171507863028,0.730576918309974
2023-02-28,0.333757588030778,0.6997453575756625
2023-03-01,0.46816453602234076,0.6777796141139036
2023-03-02,0.2618184285678161,0.7427747459744777
2023-03-03,0.2933536739510777,0.7249099727619037
2023-03-04,0.3995153433149232,0.6900493548229636
2023-03-05,0.42493255633420557,0.6896156282554307
2023-03-06,0.4101392290555417,0.6894091433589246
2023-03-07,0.29124699554609795,0.7326657354517966
2023-03-08,0.34344407484035644,0.7077909272664129
2023-03-09,0.2826057022116738,0.7396710510021338
2023-03-10,0.49673946674226105,0.6650325931995958
2023-03-11,0.535702024093014,0.6825323868357444
2023-03-12,0.4284042117307806,0.6943435114611942
2023-03-13,0.36242114685141485,0.7099840751774212
2023-03-14,0.48141168338991286,0.6644355963265062
2023-03-15,0.5328468003405029,0.6826209484358953
2023-03-16,0.354509444859876,0.7088046864548695
2023-03-17,0.3201516257345215,0.7172372735768784
2023-03-18,0.40053044189241793,0.7309799993892845
2023-03-19,0.48262028709527743,0.6690327212370821
2023-03-20,0.4508316617833253,0.6781431429868947
2023-03-21,0.47767103153773355,0.6770945115493503
2023-03-22,0.32901884500222145,0.7045003957175895
2023-03-23,0.4360841483775737,0.6722727179104353
2023-03-24,0.3488519097055848,0.7197411720594109
2023-03-25,0.3368638022787866,0.712735647658664
2023-03-26,0.3111303828155147,0.7188614088954391
2023-03-27,0.3012873475560649,0.7284030392364523
2023-03-28,0.2880747777021618,0.723727222109324
2023-03-29,0.08620248872333645,0.2668331421131554
2023-03-30,0.411402666942372,0.6842586934156379
2023-03-31,0.37602435159484743,0.7005417770972466
2023-04-01,0.30732776274636453,0.7286952495033624
2023-04-02,0.4006195531346331,0.6994844483122117
2023-04-03,0.4073091499255778,0.6948656402778371
2023-04-04,0.2781890006710144,0.7313624768864504
2023-04-05,0.28211211281069837,0.7247877606159299
2023-04-06,0.28277093937172815,0.7351064526909166
2023-04-07,0.07671764481849232,0.27927583195486694
2023-04-08,0.10436462359989236,0.3346549274287905
2023-04-09,0.06990549061289297,0.23292156568560202
2023-04-10,0.06991905389774794,0.23859088337838566
2023-04-11,0.07047445008040923,0.23649525395720702
2023-04-12,0.07173923485622806,0.23882344998184457
2023-04-13,0.08122140714089188,0.26343414461120523
2023-04-14,0.1744506276288097,0.4502414324954948
2023-04-15,0.34896307931769394,0.4903592573260444
2023-04-16,0.48864893935323617,0.6756335732162768
2023-04-17,0.45350923255807085,0.6848324366950415
2023-04-18,0.39841105134657595,0.7041696597732916
2023-04-19,0.39130110453239536,0.6989334000607702
2023-04-20,0.33808895832232005,0.7293380377792142
2023-04-21,0.3099139688448629,0.7289076074874394
2023-04-22,0.47531118774555864,0.7453931177739559
2023-04-23,0.382999756091375,0.6983675110179399
2023-04-24,0.42435541422331075,0.6852075005176177
2023-04-25,0.41147372056366127,0.6959923877797355
2023-04-26,0.4393892140965269,0.6868796856171244
2023-04-27,0.3851596778326487,0.7104253800998083
2023-04-28,0.3942341106653887,0.7077892617332141
2023-04-29,0.48048605096791874,0.6772995217495831
2023-04-30,0.47196111003287,0.6811732047419663
2023-05-01,0.3956729841316394,0.6881403419941365
2023-05-02,0.36388042885121397,0.6970078605197447
2023-05-03,0.3294802453879442,0.7227327785597462
2023-05-04,0.3588180283627584,0.6910641790229743
2023-05-05,0.36852258887477124,0.6849238338689824
2023-05-06,0.309679852445019,0.7235658690035052
2023-05-07,0.30776958875279253,0.728095371902099
2023-05-08,0.35453056454947857,0.700978513804228
2023-05-09,0.33593128431613034,0.7082543138892576
2023-05-10,0.3608072914343984,0.7003669365425941
2023-05-11,0.3332111867198813,0.705308636868031
2023-05-12,0.44910920964677953,0.6739770351141253
2023-05-13,0.47631436090687557,0.6737645318658904
2023-05-14,0.4775787224270686,0.6704942559519161
2023-05-15,0.4711001292101215,0.6740375195887323
2023-05-16,0.3189039921641371,0.7305430997246031
2023-05-17,0.4874471428360108,0.6757037688489761
2023-05-18,0.4174845670125841,0.6932259921541297
2023-05-19,0.45681695103006253,0.6710170655150192
2023-05-20,0.4727817605481956,0.676756826182119
2023-05-21,0.4564208625393974,0.6759355985217331
2023-05-22,0.469097363527028,0.6767147523798338
2023-05-23,0.4671613455101351,0.6772658543557585
2023-05-24,0.441491897051752,0.678933915526585
2023-05-25,0.3854763523617545,0.7027815099488464
2023-05-26,0.3716518876026027,0.6998655925976358
2023-05-27,0.37361418809096525,0.7024181310634137
2023-05-28,0.4477879594318852,0.6756119891873394
2023-05-29,0.45091342871459245,0.6832569060783967
2023-05-30,0.43945128296408503,0.6757978679313102
2023-05-31,0.44437512395957074,0.6791125387793194
2023-06-01,0.43771122381759076,0.6730647586640613
2023-06-02,0.335758022094333,0.7123349973640214
2023-06-03,0.43303379016981175,0.6927234109130407
2023-06-04,0.3551761853020116,0.7172369552242194
2023-06-05,0.4006779649884037,0.6989007712267006
2023-06-06,0.35056986800120804,0.7081657268824229
2023-06-07,0.37131552188647854,0.7045309922252665
2023-06-08,0.3501700154562725,0.7100136702017092
2023-06-09,0.36395799323647177,0.6992819918387763
2023-06-10,0.4526809351832149,0.6865267327820828
2023-06-11,0.4498812283000796,0.6817882295021919
2023-06-12,0.4228908547680914,0.6663824025969995
